sample_id,turn,stage,clarification,intent_seed,specificity,category,typed_constraints,negations,profile_tags,asked_attributes,question,question_diagnostic,candidate_pool_size,top_10,latency_ms,oracle_joined_after_freeze,oracle_scenario_type,oracle_target_asin,diagnostic_target_rank
public_0120,10,reranker,entropy,browsing,specific,Card Cases & Money Organizers Wallets,"[{""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Snap closure""}, {""explicit"": false, ""hard"": false, ""kind"": ""color"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 6, ""strength"": 0.7, ""value"": ""color: red""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 8, ""strength"": 0.7, ""value"": ""leather""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 8, ""strength"": 0.7, ""value"": ""Leather lining""}]",[],"[""comfort""]","[""brand"", ""feature"", ""style"", ""use_case"", ""color"", ""budget"", ""material"", ""other""]",other,"{""fallback"": ""fewer_than_two_meaningful_values""}",50,"[""B008UZO4KO"", ""B089RXP8K2"", ""B01FFNDNUA"", ""B019JTI5C2"", ""B07H8W9MW7"", ""B07VPDFRJB"", ""B000LZ02YS"", ""B01MZYASZ2"", ""B07CK73QNS"", ""B06XJ5ZTN5""]",16.53029999579303,True,browsing,B08GPGX2QG,
public_0125,1,reranker,entropy,buying,mixed,Hats & Caps Baseball Caps,"[{""explicit"": false, ""hard"": false, ""kind"": ""size"", ""negated"": true, ""source"": ""ambiguous_disclosure"", ""source_turn"": 1, ""strength"": 0.7, ""value"": ""HOOK & LOOP CLOSURE: Our hats for women and men feature a strap closure in the back letting you easily adjust the size for a perfect fit""}]",[],"[""material"", ""fit""]","[""brand""]",brand,"{""entropy"": 5.5420216904381885, ""value_counts"": {""accessory supply"": 1, ""angelsweet"": 1, ""been there brand"": 1, ""bert"": 1, ""beurlike"": 1, ""brooke & jess designs"": 1, ""bustedtees"": 2, ""buy caps and hats"": 1, ""c.c"": 1, ""cafepress"": 4, ""cambpdkje"": 1, ""cocomo soul"": 2, ""concept one"": 1, ""d&f"": 1, ""docaphat-7"": 1, ""dsgn by dna"": 2, ""eagle crest"": 1, ""eiffel fashion"": 1, ""ertupbnxd"": 3, ""flexfit"": 1, ""foetest"": 1, ""fun doge"": 1, ""generic"": 3, ""go all out"": 1, ""goyklrb"": 1, ""guxin"": 1, ""jomiwink"": 1, ""katydid"": 1, ""klzjr"": 1, ""ktw"": 1, ""levi's"": 1, ""lhsposifd"": 1, ""linno"": 1, ""lovehouse21"": 1, ""military hats"": 1, ""negi"": 1, ""nogewul"": 1, ""popfizzy"": 1, ""python optic"": 1, ""ronasunx"": 1, ""save green life"": 1, ""speedy pros"": 8, ""spiffy custom embroidered caps"": 2, ""swyss_hat"": 1, ""sycore"": 1, ""teamlife"": 1, ""the town butler"": 1, ""tommy hilfiger"": 1, ""treatme"": 1, ""trendy apparel shop"": 1, ""trophy ridge"": 1, ""waldeal"": 1, ""xcoser"": 1, ""xiaowugo"": 1, ""yamanman"": 2, ""yourwings"": 1}}",75,"[""B07VCYFB5D"", ""B08HGL5MTV"", ""B07WZQ2WF9"", ""B07WZQ3C6Y"", ""B084VQPTYL"", ""B0822ZYJT4"", ""B08231D4N7"", ""B08YQGGS8F"", ""B0919PK6CC"", ""B07CSRP62N""]",17.450999992433935,True,intent_override,B07VCYFB5D,1
public_0125,2,reranker,entropy,buying,mixed,Hats & Caps Baseball Caps,"[{""explicit"": false, ""hard"": false, ""kind"": ""size"", ""negated"": true, ""source"": ""ambiguous_disclosure"", ""source_turn"": 1, ""strength"": 0.7, ""value"": ""HOOK & LOOP CLOSURE: Our hats for women and men feature a strap closure in the back letting you easily adjust the size for a perfect fit""}]",[],"[""material"", ""fit""]","[""brand"", ""feature""]",feature,"{""entropy"": 3.5306249841412103, ""value_counts"": {""100% acrylic"": 4, ""100% cotton"": 32, ""100% polyester"": 5, ""65% cotton, 35% polyester"": 1, ""95% cotton, 5% spandex"": 1, ""buckle closure"": 1, ""cotton blend"": 2, ""cotton, polyester"": 1, ""cotton,denim"": 2, ""cotton,mesh"": 1, ""cotton,polyester"": 2, ""denim"": 1, ""denim,cotton"": 1, ""great for summer,spring"": 1, ""heather,mesh"": 1, ""high quality: 100% cotton made, breathable,washable, adjusta"": 1, ""hook and loop closure"": 1, ""hook and loop velcro strap closure"": 1, ""made in the usa and imported"": 1, ""mesh"": 4, ""polyester,cotton"": 2, ""polyester,cotton,mesh"": 3, ""satin polyester,satin"": 1, ""sheep wool 51.3%\uff0cpolyester fiber 35.5%\uff0cother 13.2%"": 1, ""snap closure"": 1, ""stretch fitted closure"": 1, ""twill"": 2}}",75,"[""B07VCYFB5D"", ""B08HGL5MTV"", ""B07WZQ2WF9"", ""B07WZQ3C6Y"", ""B084VQPTYL"", ""B0822ZYJT4"", ""B08231D4N7"", ""B08YQGGS8F"", ""B0919PK6CC"", ""B07CSRP62N""]",22.781700012274086,True,intent_override,B07VCYFB5D,1
public_0125,3,reranker,entropy,buying,specific,Hats & Caps Baseball Caps,"[{""explicit"": false, ""hard"": false, ""kind"": ""size"", ""negated"": true, ""source"": ""ambiguous_disclosure"", ""source_turn"": 1, ""strength"": 0.7, ""value"": ""HOOK & LOOP CLOSURE: Our hats for women and men feature a strap closure in the back letting you easily adjust the size for a perfect fit""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""100% Acrylic""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Hook and Loop closure""}]",[],"[""material"", ""fit""]","[""brand"", ""feature"", ""use_case""]",use_case,"{""entropy"": 2.344870467675263, ""value_counts"": {""casual"": 1, ""hiking"": 4, ""outdoor"": 3, ""running"": 13, ""sports"": 4, ""winter"": 4, ""work"": 1}}",50,"[""B07VCYFB5D"", ""B08HGL5MTV"", ""B07WZQ2WF9"", ""B07WZQ3C6Y"", ""B07CHXLG33"", ""B0822ZYJT4"", ""B08231D4N7"", ""B079Q7VD3H"", ""B0919PK6CC"", ""B00PCZ3OO2""]",37.266200000885874,True,intent_override,B07VCYFB5D,1
public_0125,4,reranker,entropy,buying,specific,Hats & Caps Baseball Caps,"[{""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""100% Acrylic""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Hook and Loop closure""}]","[{""explicit"": true, ""hard"": true, ""kind"": ""size"", ""negated"": true, ""source"": ""negation_or_replacement"", ""source_turn"": 4, ""strength"": 1.0, ""value"": ""HOOK & LOOP CLOSURE: Our hats for women and men feature a strap closure in the back letting you easily adjust the size for a perfect fit""}]","[""material"", ""fit""]","[""brand"", ""feature"", ""use_case"", ""color""]",color,"{""entropy"": 2.0985798617120746, ""value_counts"": {""black"": 9, ""blue"": 3, ""gray"": 2, ""grey"": 2, ""pink"": 1, ""red"": 1}}",50,"[""B00PCZ3OO2"", ""B072HHGYWC"", ""B0081XI8YS"", ""B00CSZ6FT0"", ""B00EPR3X1M"", ""B07MKW27V5"", ""B01B8T9P66"", ""B07CMFNBVX"", ""B07C6JHDLS"", ""B08HGL5MTV""]",262.8699000051711,True,intent_override,B07VCYFB5D,
public_0125,5,reranker,entropy,buying,specific,Hats & Caps Baseball Caps,"[{""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""100% Acrylic""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Hook and Loop closure""}, {""explicit"": false, ""hard"": false, ""kind"": ""color"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 5, ""strength"": 0.7, ""value"": ""PREMIUM QUALITY: Take your outfit to the next level with our 100% acrylic 6 panels mid-profile structured baseball hat that provides maximum comfort. Fits men and women!""}]","[{""explicit"": true, ""hard"": true, ""kind"": ""size"", ""negated"": true, ""source"": ""negation_or_replacement"", ""source_turn"": 4, ""strength"": 1.0, ""value"": ""HOOK & LOOP CLOSURE: Our hats for women and men feature a strap closure in the back letting you easily adjust the size for a perfect fit""}]","[""material"", ""fit""]","[""brand"", ""feature"", ""use_case"", ""color"", ""style""]",style,"{""entropy"": 1.5231245605591297, ""value_counts"": {""boys"": 1, ""mens"": 27, ""unisex-adult"": 8, ""womens"": 13}}",50,"[""B07VCYFB5D"", ""B07WZQ3C6Y"", ""B00PCZ3OO2"", ""B07CMFNBVX"", ""B07WZQ2WF9"", ""B08HGL5MTV"", ""B072HHGYWC"", ""B0852WW7W1"", ""B07C88R9YP"", ""B0081XI8YS""]",28.406500001437962,True,intent_override,B07VCYFB5D,1
public_0126,1,reranker,entropy,browsing,exploratory,Tees & Blouses Blouses & Button-Down Shirts,[],[],"[""material"", ""fit""]","[""brand""]",brand,"{""entropy"": 6.4887584397314555, ""value_counts"": {""aeneontrue"": 1, ""aeropostale"": 1, ""alice co"": 1, ""allegra k"": 1, ""annajolly"": 1, ""aokosor"": 1, ""apraw"": 1, ""asher fashion"": 1, ""barlver"": 1, ""bebonnie"": 1, ""bestgirl"": 1, ""chase secret"": 2, ""concep"": 1, ""coupe collection"": 1, ""cutecc"": 1, ""cutielove"": 1, ""cyanstyle"": 1, ""czecio"": 1, ""dearcase"": 1, ""diig"": 1, ""ehoomely"": 1, ""eleton"": 1, ""etcyy"": 1, ""fermaid"": 1, ""fesier"": 1, ""forucreate"": 1, ""foxcroft"": 1, ""generic"": 2, ""gnveub"": 1, ""goodthreads"": 1, ""gumod"": 1, ""harrms"": 1, ""hgwxx7"": 1, ""hilinker"": 1, ""hotapei"": 3, ""hotouch"": 1, ""how-ru"": 1, ""ieason"": 1, ""inorin"": 1, ""j.ver"": 1, ""just quella"": 1, ""king kameha"": 1, ""klvee"": 1, ""ladyful"": 1, ""lark & ro"": 1, ""lath.pin"": 1, ""lilicherry"": 1, ""lookbookstore"": 2, ""lovezesent"": 1, ""luvamia"": 1, ""makemechic"": 1, ""malidan"": 1, ""manaixuan"": 1, ""messic"": 1, ""minibee"": 1, ""mirol"": 1, ""morwenveo"": 1, ""murtial"": 1, ""ne people"": 1, ""newshows"": 1, ""ninedaily"": 1, ""omzin"": 1, ""ours"": 1, ""pattyboutik"": 1, ""pinkmarco"": 1, ""pinup angel"": 1, ""poseshe"": 1, ""qegartop"": 1, ""rcl"": 1, ""rosfancy"": 1, ""runcati"": 1, ""sakkas"": 1, ""samefar"": 1, ""satinior"": 1, ""shawhuwa"": 1, ""shein"": 3, ""shopessa"": 1, ""shuyi"": 1, ""spadehill"": 1, ""sweetnight"": 1, ""swiusd"": 1, ""swyss_blouse"": 1, ""tazaiy"": 1, ""three dots"": 1, ""tommy hilfiger"": 1, ""trurendi"": 1, ""unibelle"": 1, ""vowua"": 1, ""voxshe"": 1, ""xwb"": 1, ""yming"": 1, ""yousexy"": 1, ""zhuiming"": 1}}",100,"[""B07ZHYSWZY"", ""B099F52NT8"", ""B07M5SVDQV"", ""B089DGDY8Y"", ""B09QS9WM59"", ""B0B8J3X7P8"", ""B07DC3QK75"", ""B0B1CJXL7D"", ""B092ZJB6BJ"", ""B0BR3NQKTN""]",27.084200002718717,True,browsing,B09M84R91V,
public_0126,2,reranker,entropy,browsing,exploratory,Tees & Blouses Blouses & Button-Down Shirts,[],[],"[""material"", ""fit""]","[""brand"", ""feature""]",feature,"{""entropy"": 5.2804196261339245, ""value_counts"": {""1"": 1, ""100% cotton"": 5, ""100% cotton blend"": 1, ""100% polyester"": 14, ""100% polyester. soft and lightweight material can provide yo"": 1, ""100% rayon"": 2, ""100% spandex"": 1, ""50% modal, 50% cotton"": 1, ""50% polyester, 38% cotton, 12% spandex"": 1, ""55% cotton, 45% rayon"": 1, ""55% polyester, 45% cotton"": 1, ""60% polyester, 35%cotton, 5% spandex"": 1, ""65% polyester, 35% cotton"": 1, ""67%nylon+33%spandex"": 1, ""70% cotton, 30% flax"": 1, ""70% linen, 30% cotton"": 1, ""88% linen, 12% cotton"": 1, ""90% cotton, 10% others, softness and breathable"": 1, ""95% cotton, 5% spandex"": 1, ""95% polyester, 5% spandex"": 2, ""95% rayon, 5% spandex"": 1, ""97% cotton, 3% spandex"": 1, ""button closure"": 10, ""casual button down shirt for women: 97% cotton and 3% spande"": 1, ""chiffon"": 5, ""clearance sale"": 1, ""clearance! hot sale! big promotion! buy 1 get 30% discount."": 1, ""cotton blend"": 1, ""cotton+polyester"": 1, ""cotton, spandex and polyester"": 1, ""double ring closure"": 1, ""flannel"": 3, ""full rayon"": 1, ""garment care: hand-wash max 40\u2103"": 1, ""hand wash only"": 2, ""if you don't wanna loose fit,we suggest you choose 1 or 2 si"": 1, ""imported"": 1, ""lace"": 1, ""linen,cotton"": 1, ""linen,polyester,cotton"": 1, ""material - 65% cotton & 35% polyester. machine washable,wash"": 1, ""material: 65% polyester + 35% cotton"": 1, ""material: 95% polyester and 5% spandex"": 1, ""material: 95% rayon and 5% spandex, rayon for soft, spandex "": 1, ""material:95% cotton+ 5% spandex.the series of soft and stret"": 1, ""polyester + spandex"": 1, ""polyester+cotton"": 1, ""polyester,cotton"": 1, ""polyester,spandex"": 1, ""premium 97% cotton / 3% spandex"": 1, ""pull on closure"": 2, ""self: 100% polyester; lining: 95% polyester, 5% spandex"": 1, ""size runs small, please order 1-2 size up"": 1, ""soft & comfy"": 1, ""viscose"": 1, ""\u2726size: run small, need size up!"": 1, ""\u2764cotton blended"": 1, ""\u2765size: please check our size chart in the picture before ord"": 1, ""\u3010high quality\u3011material: 100% polyester, durable, easy to cle"": 1}}",100,"[""B07ZHYSWZY"", ""B099F52NT8"", ""B07M5SVDQV"", ""B089DGDY8Y"", ""B09QS9WM59"", ""B0B8J3X7P8"", ""B07DC3QK75"", ""B0B1CJXL7D"", ""B092ZJB6BJ"", ""B0BR3NQKTN""]",18.916300003184006,True,browsing,B09M84R91V,
public_0126,3,reranker,entropy,browsing,specific,Tees & Blouses Blouses & Button-Down Shirts,"[{""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Imported""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Pull On closure""}]",[],"[""material"", ""fit""]","[""brand"", ""feature"", ""color""]",color,"{""entropy"": 2.2295739585136225, ""value_counts"": {""black"": 3, ""blue"": 3, ""pink"": 1, ""red"": 2, ""white"": 3}}",50,"[""B00IMV2YR6"", ""B0753GFTW8"", ""B07C9VBJ8R"", ""B016OXCUYU"", ""B00B1ZO77U"", ""B009S27TPU"", ""B09KY6NW2D"", ""B00ID4VAYU"", ""B00EA91I3K"", ""B07F1VQ3N6""]",133.1369999970775,True,browsing,B09M84R91V,
public_0126,4,reranker,entropy,browsing,specific,Tees & Blouses Blouses & Button-Down Shirts,"[{""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Imported""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Pull On closure""}]",[],"[""material"", ""fit""]","[""brand"", ""feature"", ""color"", ""use_case""]",use_case,"{""entropy"": 1.8048956511448038, ""value_counts"": {""casual"": 6, ""outdoor"": 2, ""running"": 1, ""winter"": 2, ""work"": 12}}",50,"[""B00IMV2YR6"", ""B0753GFTW8"", ""B07C9VBJ8R"", ""B016OXCUYU"", ""B00B1ZO77U"", ""B009S27TPU"", ""B09KY6NW2D"", ""B00ID4VAYU"", ""B00EA91I3K"", ""B07F1VQ3N6""]",25.8734000090044,True,browsing,B09M84R91V,
public_0126,5,reranker,entropy,browsing,specific,Tees & Blouses Blouses & Button-Down Shirts,"[{""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Imported""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Pull On closure""}]",[],"[""material"", ""fit""]","[""brand"", ""feature"", ""color"", ""use_case"", ""material""]",material,"{""entropy"": 1.5093944140058968, ""value_counts"": {""cotton"": 11, ""fabric"": 1, ""polyester"": 25, ""rayon"": 7}}",50,"[""B00IMV2YR6"", ""B0753GFTW8"", ""B07C9VBJ8R"", ""B016OXCUYU"", ""B00B1ZO77U"", ""B009S27TPU"", ""B09KY6NW2D"", ""B00ID4VAYU"", ""B00EA91I3K"", ""B07F1VQ3N6""]",21.759499999461696,True,browsing,B09M84R91V,
public_0126,6,reranker,entropy,browsing,specific,Tees & Blouses Blouses & Button-Down Shirts,"[{""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Imported""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Pull On closure""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 6, ""strength"": 0.7, ""value"": ""polyester""}, {""explicit"": false, ""hard"": false, ""kind"": ""material"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 6, ""strength"": 0.7, ""value"": ""95% Polyester, 5% Spandex""}]",[],"[""material"", ""fit""]","[""brand"", ""feature"", ""color"", ""use_case"", ""material"", ""budget""]",budget,"{""entropy"": 1.1981174211304033, ""value_counts"": {""under_100"": 1, ""under_25"": 9, ""under_50"": 4}}",50,"[""B07TZPFQ9N"", ""B09KY6NW2D"", ""B087B4KKX7"", ""B09M84R91V"", ""B07L5JS7HZ"", ""B07BRVF979"", ""B08L6BB77C"", ""B0B4RW6DF2"", ""B0B18MM3RR"", ""B0B3RC268V""]",113.38929997873493,True,browsing,B09M84R91V,4
public_0132,1,reranker,entropy,buying,specific,Shoes Slippers,"[{""explicit"": true, ""hard"": true, ""kind"": ""material"", ""negated"": false, ""source"": ""explicit_requirement"", ""source_turn"": 1, ""strength"": 1.0, ""value"": ""cotton""}]",[],"[""comfort"", ""warmth"", ""style""]","[""brand""]",brand,"{""entropy"": 5.4360386706016675, ""value_counts"": {""aganmi"": 1, ""ataiwee"": 1, ""bigu"": 1, ""blebeey"": 1, ""cattior"": 1, ""chicnchic"": 2, ""comfy emojis"": 1, ""dlgjpa"": 1, ""ehyseli"": 1, ""estamico"": 1, ""fanture"": 1, ""florida cottons"": 1, ""foamtreads"": 1, ""fsigom"": 1, ""gadzille"": 1, ""garatia"": 1, ""gemax"": 1, ""generic"": 1, ""haojiali"": 1, ""hometop"": 3, ""homitem"": 1, ""humiwa"": 2, ""hybestforu"": 1, ""kaleki"": 1, ""kelon"": 1, ""kuailu"": 1, ""kubua"": 1, ""lmoy"": 1, ""lxso"": 1, ""meckior"": 1, ""meidiastra"": 1, ""memon"": 1, ""mishansha"": 1, ""morecome"": 1, ""muchy"": 1, ""n / a"": 1, ""national"": 1, ""roadbox"": 1, ""sanfiago"": 1, ""stride rite"": 1, ""vifuur"": 1, ""watelves"": 1, ""watmaid"": 1, ""wishcotton"": 1, ""xhuoqdk"": 1}}",50,"[""B00XM230JQ"", ""B075Q53F27"", ""B07H33Y11B"", ""B09KLT34T8"", ""B08DHVLKXJ"", ""B08DXS1L8L"", ""B07H88B814"", ""B0006N53TY"", ""B07WVWK85G"", ""B0876VKK4K""]",27.301900001475587,True,buying,B08X2X83DW,
public_0132,2,reranker,entropy,buying,specific,Shoes Slippers,"[{""explicit"": true, ""hard"": true, ""kind"": ""material"", ""negated"": false, ""source"": ""explicit_requirement"", ""source_turn"": 1, ""strength"": 1.0, ""value"": ""cotton""}]",[],"[""comfort"", ""warmth"", ""style""]","[""brand"", ""feature""]",feature,"{""entropy"": 3.5723925229268274, ""value_counts"": {""100% cotton"": 12, ""classic and simple design: no cumbersome lines and luxurious"": 1, ""cotton fabric"": 1, ""cotton knitted"": 1, ""cotton velvet"": 1, ""ethylene vinyl acetate sole"": 1, ""eva"": 1, ""faux fur"": 1, ""foam sole"": 3, ""ignore amazons's size chart, please kindly refer to our sugg"": 1, ""imported"": 5, ""knitted cotton-blend"": 1, ""leather and rubber sole"": 1, ""lightweight construction - largest size weighs just 0.8 lb a"": 1, ""rubber sole"": 10, ""suede sole"": 2, ""synthetic sole"": 2, ""thermoplastic rubbers sole"": 1, ""\u3010cow modeling design\u3011unique and cute animal plush slippers, "": 1, ""\uff08double memory foam: slow rebound memory foam + arch support"": 1}}",50,"[""B00XM230JQ"", ""B075Q53F27"", ""B07H33Y11B"", ""B09KLT34T8"", ""B08DHVLKXJ"", ""B08DXS1L8L"", ""B07H88B814"", ""B0006N53TY"", ""B07WVWK85G"", ""B0876VKK4K""]",26.668100006645545,True,buying,B08X2X83DW,
public_0132,3,reranker,entropy,buying,specific,Shoes Slippers,"[{""explicit"": true, ""hard"": true, ""kind"": ""material"", ""negated"": false, ""source"": ""explicit_requirement"", ""source_turn"": 1, ""strength"": 1.0, ""value"": ""cotton""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Imported""}, {""explicit"": false, ""hard"": false, ""kind"": ""feature"", ""negated"": false, ""source"": ""ambiguous_disclosure"", ""source_turn"": 3, ""strength"": 0.7, ""value"": ""Rubber sole""}]",[],"[""comfort"", ""warmth"", ""style""]","[""brand"", ""feature"", ""style""]",style,"{""entropy"": 2.089056046487265, ""value_counts"": {""baby-girls"": 1, ""boys"": 2, ""girls"": 1, ""mens"": 10, ""unisex-adult"": 9, ""unisex-child"": 2, ""womens"": 21}}",50,"[""B0006N53TY"", ""B08FHYNR7J"", ""B08CY151NM"", ""B01978WA9E"", ""B08DHVLKXJ"", ""B075Q53F27"", ""B0BPHMWG6S"", ""B08X2X83DW"", ""B07H48Z8D6"", ""B07GD828W6""]",100.80359998391941,True,buying,B08X2X83DW,8
