sample_id,scenario_type,constraint_count,constraint_position,exact_phrase_candidates,all_token_candidates,token_overlap_candidates,target_exact_phrase_match,target_all_token_match,target_token_overlap_match,oracle_only
public_0196,browsing,3,3,1,145,15419,True,True,True,True
public_0196,browsing,4,4,1,40,11710,True,True,True,True
public_0197,intent_override,0,category_only,23,535,1500,True,True,True,True
public_0197,intent_override,1,1,1,324,4095,True,True,True,True
public_0197,intent_override,2,2,1,315,8045,True,True,True,True
public_0197,intent_override,3,3,1,285,11758,True,True,True,True
public_0197,intent_override,4,4,1,280,13054,True,True,True,True
public_0198,intent_override,0,category_only,271,805,1781,True,True,True,True
public_0198,intent_override,1,1,147,458,7847,True,True,True,True
public_0198,intent_override,2,2,0,89,7396,False,True,True,True
public_0198,intent_override,3,3,0,26,5956,False,True,True,True
public_0198,intent_override,4,4,0,7,5361,False,True,True,True
public_0199,buying,0,category_only,60,498,835,True,True,True,True
public_0199,buying,1,1,42,254,10019,True,True,True,True
public_0199,buying,2,2,26,117,8211,True,True,True,True
public_0199,buying,3,3,22,99,12179,True,True,True,True
public_0199,buying,4,4,1,33,9649,True,True,True,True
public_0200,buying,0,category_only,9919,28679,49997,True,True,True,True
public_0200,buying,1,1,76,592,28838,True,True,True,True
public_0200,buying,2,2,1,99,16489,True,True,True,True
public_0200,buying,3,3,1,42,17281,True,True,True,True
public_0200,buying,4,4,1,27,16080,True,True,True,True
